id,sexo,data_nascimento,data_cadastro,cidade,sigla
84395,m,1991-11-08,2023-02-13T18:03:02,São Paulo,SP
103978,m,2004-03-31,2023-04-01T10:35:58,São Paulo,SP
6878,m,1984-09-27,2018-08-18T19:08:04,São José dos Pinhais,PR
77079,,1981-07-10,2022-12-09T02:33:08,São Paulo,SP
99982,m,1985-09-12,2023-03-26T10:54:39,São Paulo,SP
76320,,1985-05-28,2022-12-07T13:52:56,Ananindeua,PA
97747,m,1986-07-22,2023-03-22T15:39:22,São Paulo,SP
2885,m,1986-03-21,2018-01-10T15:37:44,Taboão da Serra,SP
51666,m,1995-05-05,2021-12-11T07:15:29,Brasília,DF
112345,m,1983-05-07,2023-04-15T14:40:43,São Paulo,SP
32142,m,1988-03-22,2020-02-12T16:34:00,Fortaleza,CE
103711,m,1987-02-28,2023-03-31T20:54:28,São Paulo,SP
101938,m,2002-06-25,2023-03-29T00:54:37,São Paulo,SP
112051,m,1996-10-29,2023-04-15T10:07:07,São Paulo,SP
112566,m,1995-08-26,2023-04-15T18:08:59,São Paulo,SP
67132,m,1993-04-13,2022-10-13T19:11:53,Balneário Camboriú,SC
77799,,2000-11-07,2022-12-11T06:58:17,São Paulo,SP
73499,,1997-07-25,2022-11-27T11:22:07,Contagem,MG
96775,m,1993-11-13,2023-03-20T22:07:39,São Paulo,SP
91342,m,1995-11-26,2023-03-11T13:34:53,São Paulo,SP
99209,m,2001-06-05,2023-03-25T01:00:03,São Paulo,SP
37248,m,1993-10-10,2020-05-16T17:58:25,Santo André,SP
21117,m,1990-01-23,2019-08-21T07:08:29,Guarujá,SP
93618,m,1993-05-08,2023-03-15T13:59:11,São Paulo,SP
67849,,1978-08-09,2022-10-22T19:59:46,Anápolis,GO
114184,m,1986-04-24,2023-04-16T21:44:47,São Paulo,SP
112138,m,2002-02-19,2023-04-15T11:35:56,São Paulo,SP
62158,m,1989-11-11,2022-07-13T13:40:13,Santos,SP
109361,m,1997-05-02,2023-04-10T21:21:24,São Paulo,SP
68668,m,1998-05-26,2022-11-03T21:33:30,Utinga,SP
96193,m,1999-01-27,2023-03-20T00:57:54,São Paulo,SP
28298,m,1995-02-24,2019-12-16T16:36:40,Goiânia,GO
91654,m,1987-07-01,2023-03-11T23:29:30,São Paulo,SP
58208,m,1986-01-15,2022-04-08T19:14:07,Osasco,SP
70963,,1996-03-29,2022-11-14T19:58:33,Embu-Guaçu,SP
73159,,1982-05-03,2022-11-25T18:34:59,São Gonçalo,RJ
115599,m,1995-03-03,2023-04-18T08:32:05,São Paulo,SP
55554,f,1998-08-22,2022-02-11T19:03:51,Porto Alegre,RS
67705,m,1990-03-28,2022-10-21T02:18:44,Jaboatão dos Guararapes,PE
110744,m,1991-12-28,2023-04-13T12:18:42,São Paulo,SP
89820,m,1998-04-12,2023-03-07T05:59:14,São Paulo,SP
88269,m,1994-07-12,2023-03-02T21:34:08,São Paulo,SP
91180,m,1992-08-30,2023-03-11T01:36:02,São Paulo,SP
85141,m,1971-01-01,2023-02-17T17:23:33,São Paulo,SP
75214,,1958-03-27,2022-12-04T16:26:09,São Paulo,SP
54129,m,1985-07-20,2022-01-14T12:41:59,Mairinque,SP
73529,,1967-01-15,2022-11-27T16:51:12,São Paulo,SP
24718,m,1999-09-07,2019-10-20T11:58:31,Brasília,DF
54943,m,1998-01-20,2022-01-27T10:59:18,São Paulo,SP
90808,m,1998-06-13,2023-03-10T00:14:37,São Paulo,SP
48464,m,1996-12-19,2021-09-23T15:52:31,Campo Grande,MS
104874,m,1991-09-22,2023-04-03T00:19:04,São Paulo,SP
13197,m,1989-07-31,2019-01-30T00:51:36,Juquitiba,SP
108139,m,1999-04-25,2023-04-08T17:29:30,São Paulo,SP
25246,f,1983-09-23,2019-10-30T19:10:52,São Paulo,SP
32556,m,1988-02-12,2020-02-19T20:59:43,Curitiba,PR
72217,,1979-03-12,2022-11-20T21:31:01,São Paulo,SP
69104,,1974-01-12,2022-11-06T21:46:43,São Caetano do Sul,SP
106438,m,1989-12-21,2023-04-05T16:38:34,São Paulo,SP
57830,m,1988-02-26,2022-04-02T14:07:57,São Paulo,SP
95560,m,1990-05-02,2023-03-18T22:50:40,São Paulo,SP
99539,m,1993-08-09,2023-03-25T16:42:34,São Paulo,SP
6098,m,1971-06-13,2018-07-17T16:12:32,São Paulo,SP
90134,m,1993-08-13,2023-03-08T00:50:14,São Paulo,SP
113660,m,1996-12-02,2023-04-16T16:00:07,São Paulo,SP
109875,m,2001-07-20,2023-04-11T20:21:34,São Paulo,SP
79308,,1995-10-17,2022-12-15T14:48:50,São Paulo,SP
101690,m,2004-02-12,2023-03-28T18:54:26,São Paulo,SP
115867,m,1996-07-16,2023-04-18T17:29:54,São Paulo,SP
91928,m,2002-03-16,2023-03-12T14:49:52,São Paulo,SP
71829,,1999-08-28,2022-11-19T09:48:26,Ananindeua,PA
87700,m,1998-06-06,2023-03-02T01:55:07,São Paulo,SP
68330,,1989-04-18,2022-10-30T23:22:02,Lauro de Freitas,BA
96504,m,2003-05-01,2023-03-20T15:44:15,São Paulo,SP
59937,m,1977-05-28,2022-05-14T23:06:18,Caucaia,CE
85462,m,2002-09-01,2023-02-19T23:08:04,São Paulo,SP
19495,m,1980-08-15,2019-07-24T22:47:10,Campinas,SP
43564,,1967-05-02,2020-12-25T12:30:58,Indaiatuba,SP
74515,,1961-04-25,2022-12-02T20:46:21,São Paulo,SP
79849,,2003-10-02,2022-12-17T16:01:50,São Paulo,SP
81763,m,2001-04-19,2023-01-19T15:03:26,São Paulo,SP
84321,m,1988-05-26,2023-02-13T10:22:54,São Paulo,SP
114185,m,2001-05-23,2023-04-16T21:45:34,São Paulo,SP
96426,m,1979-07-12,2023-03-20T13:44:02,São Paulo,SP
53133,m,1998-10-18,2021-12-27T12:32:56,São Leopoldo,RS
58706,m,1992-03-20,2022-04-19T00:02:59,São Paulo,SP
108140,m,2002-01-03,2023-04-08T17:31:10,São Paulo,SP
102074,m,1996-01-24,2023-03-29T10:25:17,São Paulo,SP
62761,,1986-06-18,2022-07-28T18:15:09,Piracicaba,SP
53325,m,1984-08-01,2021-12-29T20:51:04,Rio de Janeiro,RJ
94411,m,1997-05-04,2023-03-16T20:54:33,São Paulo,SP
111986,m,2000-08-05,2023-04-15T08:15:32,São Paulo,SP
69969,,1989-12-05,2022-11-11T10:28:30,São Paulo,SP
37174,m,1993-02-21,2020-05-16T10:47:08,Goiânia,GO
74725,,2003-05-05,2022-12-03T12:56:44,Iguatu,CE
107419,m,1987-04-10,2023-04-07T12:58:14,São Paulo,SP
37757,m,1985-04-23,2020-05-24T18:14:59,São Paulo,SP
66028,,1998-11-13,2022-09-26T14:34:14,São Paulo,SP
108446,m,2002-04-23,2023-04-09T09:53:44,São Paulo,SP
114999,m,1997-05-03,2023-04-17T18:37:57,São Paulo,SP
59149,m,1989-08-26,2022-04-25T13:24:06,São Paulo,SP
109023,m,1980-04-12,2023-04-10T12:34:09,São Paulo,SP
70683,,1977-09-12,2022-11-13T19:08:18,São Paulo,SP
37031,m,1987-10-11,2020-05-14T19:13:54,Campo Largo,PR
102312,m,1999-08-15,2023-03-29T16:43:44,São Paulo,SP
105049,m,1983-12-27,2023-04-03T11:53:07,São Paulo,SP
44324,m,1991-04-18,2021-02-01T15:59:07,Araras,SP
81781,,1980-05-02,2023-01-19T17:39:56,São Carlos,SP
15113,m,1982-01-27,2019-04-01T15:03:27,São Paulo,SP
72024,,1993-10-27,2022-11-20T00:20:16,Recife,PE
23990,m,1973-03-13,2019-10-10T12:46:59,Goiânia,GO
85235,m,1981-07-26,2023-02-18T12:25:17,São Paulo,SP
5,m,1987-02-26,2017-10-06T11:24:47,São Paulo,SP
110192,m,2001-10-21,2023-04-12T12:03:39,São Paulo,SP
30690,m,1983-09-03,2020-01-19T13:45:23,Maringá,PR
112992,m,2003-02-14,2023-04-16T01:00:05,São Paulo,SP
68277,,2004-08-05,2022-10-29T22:20:21,Salvador,BA
104191,m,1985-02-27,2023-04-01T17:57:54,São Paulo,SP
90925,m,2000-06-19,2023-03-10T08:18:27,São Paulo,SP
20917,m,1998-01-28,2019-08-16T14:54:55,Curitiba,PR
67682,m,1992-12-16,2022-10-20T22:02:03,Foz do Iguaçu,PR
114447,m,1998-11-02,2023-04-17T12:08:10,São Paulo,SP
2578,m,1964-01-10,2017-12-09T18:31:23,São Paulo,SP
15353,m,1981-10-12,2019-04-09T21:38:50,São Caetano do Sul,SP
841,m,1984-03-12,2017-10-19T14:40:04,São Paulo,SP
11514,m,1977-12-06,2018-12-18T15:43:18,Campinas,SP
105434,m,1994-08-05,2023-04-03T21:46:06,São Paulo,SP
115475,m,1996-02-27,2023-04-17T22:38:37,São Paulo,SP
95557,m,1997-07-12,2023-03-18T22:48:49,São Paulo,SP
52016,m,1998-10-09,2021-12-15T13:44:56,Campo Mourão,PR
51261,m,1981-07-04,2021-12-02T21:13:42,Curitiba,PR
53977,m,1975-10-18,2022-01-12T11:48:14,São Paulo,SP
54395,f,1999-12-26,2022-01-18T23:51:12,Conchal,SP
55135,f,1967-11-12,2022-01-30T23:09:53,São Paulo,SP
88192,m,1988-07-24,2023-03-02T20:33:17,São Paulo,SP
75099,m,1978-04-09,2022-12-04T11:10:03,Jandira,SP
60389,m,1987-04-06,2022-05-27T15:34:20,Curitiba,PR
114642,m,1995-04-01,2023-04-17T14:27:14,São Paulo,SP
70523,,1975-03-24,2022-11-13T09:52:41,Belo Horizonte,MG
69932,,1985-08-22,2022-11-11T00:30:42,Mesquita,RJ
54533,m,1957-02-13,2022-01-20T21:04:35,São Paulo,SP
111600,m,2001-01-10,2023-04-14T14:15:14,São Paulo,SP
99556,m,1993-02-21,2023-03-25T17:07:13,São Paulo,SP
97098,m,2000-01-09,2023-03-21T13:45:39,São Paulo,SP
98301,m,1998-08-17,2023-03-23T14:33:10,São Paulo,SP
52089,m,1999-08-05,2021-12-15T19:32:43,Belém,PA
96875,m,2002-03-17,2023-03-21T01:39:16,São Paulo,SP
94065,m,1989-08-28,2023-03-16T07:43:20,São Paulo,SP
88045,m,1997-11-17,2023-03-02T18:42:29,São Paulo,SP
6647,m,1985-05-14,2018-08-06T23:58:17,São Paulo,SP
115717,m,1998-10-02,2023-04-18T15:03:50,São Paulo,SP
69890,,2000-02-03,2022-11-10T22:35:43,Santos,SP
89123,m,2000-06-17,2023-03-05T01:39:53,São Paulo,SP
65260,,1976-11-23,2022-09-13T13:52:39,São Paulo,SP
92469,m,1975-11-15,2023-03-13T16:37:23,São Paulo,SP
96572,m,2003-07-27,2023-03-20T17:53:51,São Paulo,SP
908,m,1992-04-23,2017-10-20T00:17:29,São Paulo,SP
108176,m,1995-10-09,2023-04-08T18:16:46,São Paulo,SP
112009,m,2000-12-06,2023-04-15T09:13:43,São Paulo,SP
115875,m,1985-04-21,2023-04-18T17:34:26,São Paulo,SP
88470,m,1977-02-02,2023-03-03T01:39:21,São Paulo,SP
87235,m,1966-05-23,2023-03-01T06:27:03,São Paulo,SP
112282,m,2003-01-14,2023-04-15T13:43:10,São Paulo,SP
103038,m,1994-10-28,2023-03-30T18:57:50,São Paulo,SP
91185,m,2001-07-23,2023-03-11T01:48:42,São Paulo,SP
106233,m,1989-02-12,2023-04-05T09:05:25,São Paulo,SP
54596,m,2003-08-15,2022-01-21T17:32:35,São Paulo,SP
107164,m,2003-09-24,2023-04-06T22:13:21,São Paulo,SP
96014,m,1991-07-24,2023-03-19T19:33:43,São Paulo,SP
102716,m,2002-04-04,2023-03-30T09:14:54,São Paulo,SP
93731,m,1996-07-29,2023-03-15T18:32:17,São Paulo,SP
55503,m,1990-09-25,2022-02-10T14:54:36,Iturama,MG
83857,m,1977-06-11,2023-02-10T12:36:31,São Paulo,SP
95601,m,1994-05-20,2023-03-19T00:29:08,São Paulo,SP
74730,,2001-12-23,2022-12-03T13:15:18,Caruaru,PE
57569,m,1970-12-31,2022-03-27T22:25:32,Recife,PE
54323,m,1993-04-30,2022-01-17T16:21:03,Rio de Janeiro,RJ
91627,m,1982-01-10,2023-03-11T22:47:49,São Paulo,SP
98379,m,2002-06-08,2023-03-23T16:41:26,São Paulo,SP
106657,m,1998-02-15,2023-04-05T22:17:22,São Paulo,SP
115834,m,1982-08-28,2023-04-18T16:56:25,São Paulo,SP
65484,m,1965-09-06,2022-09-16T19:08:32,Osasco,SP
57780,m,2000-01-13,2022-04-01T19:19:46,São Paulo,SP
113091,m,1985-10-06,2023-04-16T10:11:29,São Paulo,SP
52769,m,1998-11-16,2021-12-22T17:31:22,Lavras,MG
105671,m,1991-01-09,2023-04-04T10:02:37,São Paulo,SP
102879,m,1999-07-26,2023-03-30T14:49:56,São Paulo,SP
106960,m,2004-02-05,2023-04-06T14:31:32,São Paulo,SP
84599,m,1998-05-22,2023-02-14T16:52:29,São Paulo,SP
23108,m,1971-06-07,2019-09-28T14:52:07,Edéia,GO
68793,,2001-01-05,2022-11-04T21:41:40,São Paulo,SP
92344,m,1996-06-09,2023-03-13T12:40:53,São Paulo,SP
116427,m,1992-07-23,2023-04-19T09:12:45,São Paulo,SP
60873,m,1981-07-14,2022-06-09T18:32:15,Campinas,SP
102719,m,1991-06-13,2023-03-30T09:27:39,São Paulo,SP
84361,m,2001-09-01,2023-02-13T16:15:29,São Paulo,SP
109454,m,1992-02-12,2023-04-10T23:13:28,São Paulo,SP
76287,,1972-06-11,2022-12-07T12:36:13,Jundiaí,SP
10195,m,1975-02-08,2018-11-26T23:40:47,São Paulo,SP
65852,,2000-08-31,2022-09-24T07:03:13,São Paulo,SP
115355,m,1995-11-23,2023-04-17T21:33:39,São Paulo,SP
104023,m,1993-11-05,2023-04-01T12:47:15,São Paulo,SP
23085,m,1976-03-06,2019-09-28T07:04:19,São Paulo,SP
97174,m,1997-07-31,2023-03-21T16:00:40,São Paulo,SP
67286,,1992-05-03,2022-10-15T16:12:44,Salvador,BA
101604,m,1991-01-03,2023-03-28T17:18:24,São Paulo,SP
56982,f,1996-05-28,2022-03-14T19:12:44,São Paulo,SP
53955,f,1977-05-16,2022-01-11T19:51:48,Curitiba,PR
60739,f,1986-05-18,2022-06-05T20:51:09,São Paulo,SP
101943,m,1978-09-11,2023-03-29T01:01:29,São Paulo,SP
108663,m,1986-04-10,2023-04-09T17:37:12,São Paulo,SP
98740,m,1981-12-26,2023-03-24T10:38:11,São Paulo,SP
6630,m,1984-03-29,2018-08-06T15:34:47,Curitiba,PR
113244,m,2003-03-15,2023-04-16T11:58:55,São Paulo,SP
106235,m,2003-03-24,2023-04-05T09:10:13,São Paulo,SP
83135,m,1992-08-13,2023-02-05T11:55:45,São Paulo,SP
105712,m,2003-10-31,2023-04-04T13:05:02,São Paulo,SP
55180,f,1996-04-06,2022-01-31T21:42:06,São Paulo,SP
62869,,1989-01-05,2022-07-29T11:26:36,São Paulo,SP
74210,,1983-01-24,2022-12-01T16:21:06,Colombo,PR
107950,m,1986-05-17,2023-04-08T11:34:11,São Paulo,SP
103178,m,1973-10-11,2023-03-30T21:55:52,São Paulo,SP
105445,m,1996-05-22,2023-04-03T21:57:27,São Paulo,SP
115604,m,2002-06-12,2023-04-18T10:08:16,São Paulo,SP
80101,,1999-09-24,2022-12-18T23:05:11,São Paulo,SP
66070,,1996-12-25,2022-09-27T17:59:52,Nova Odessa,SP
39325,,1976-12-25,2020-06-29T15:49:11,Mogi Guaçu,SP
41604,m,1982-09-22,2020-09-28T21:35:22,Campo Grande,MS
67118,m,2000-01-24,2022-10-13T16:23:36,São Paulo,SP
86683,m,2000-12-11,2023-02-26T20:25:44,São Paulo,SP
100334,m,1986-04-03,2023-03-26T20:00:13,São Paulo,SP
101099,m,1997-12-31,2023-03-27T21:43:10,São Paulo,SP
90372,m,2001-03-16,2023-03-08T16:25:50,São Paulo,SP
63002,,1993-05-30,2022-07-30T22:38:33,Rio de Janeiro,RJ
115427,m,1999-08-16,2023-04-17T22:08:29,São Paulo,SP
70900,,1985-09-25,2022-11-14T15:44:33,São Paulo,SP
69781,,1977-10-30,2022-11-10T13:03:01,São Paulo,SP
85263,m,1980-01-24,2023-02-18T15:04:28,São Paulo,SP
104935,m,1965-08-31,2023-04-03T03:29:11,São Paulo,SP
83382,m,1987-12-08,2023-02-06T20:38:36,São Paulo,SP
113958,m,1982-06-01,2023-04-16T19:19:21,São Paulo,SP
4095,m,1980-07-30,2018-05-02T00:04:50,Curitiba,PR
85046,m,2002-10-14,2023-02-16T23:25:07,São Paulo,SP
97422,m,1998-02-16,2023-03-21T22:16:17,São Paulo,SP
68696,,1999-04-28,2022-11-04T01:23:56,São Paulo,SP
94629,m,2000-05-13,2023-03-17T08:11:42,São Paulo,SP
94893,m,2002-10-20,2023-03-17T18:13:15,São Paulo,SP
111476,m,1982-07-26,2023-04-14T12:34:19,São Paulo,SP
96527,m,1987-02-25,2023-03-20T16:18:38,São Paulo,SP
58452,m,1995-09-28,2022-04-14T14:53:33,São Paulo,SP
68315,,2004-01-15,2022-10-30T17:39:48,Campos dos Goytacazes,RJ
93869,m,1985-08-03,2023-03-15T21:11:13,São Paulo,SP
91533,m,2002-10-30,2023-03-11T20:21:29,São Paulo,SP
49325,m,1994-08-15,2021-10-22T07:14:22,Embu das Artes,SP
89979,m,1988-03-15,2023-03-07T14:09:49,São Paulo,SP
93621,m,2002-10-04,2023-03-15T14:02:15,São Paulo,SP
89997,m,1998-06-12,2023-03-07T14:37:00,São Paulo,SP
92240,m,1986-08-18,2023-03-13T07:12:05,São Paulo,SP
51475,m,1996-12-22,2021-12-07T17:18:57,Osasco,SP
95068,m,1991-02-08,2023-03-17T23:16:01,São Paulo,SP
98965,m,2003-01-08,2023-03-24T18:52:29,São Paulo,SP
98169,m,1998-12-19,2023-03-23T10:45:44,São Paulo,SP
96328,m,1998-06-05,2023-03-20T11:10:47,São Paulo,SP
54609,m,1990-12-17,2022-01-21T20:43:14,Belo Horizonte,MG
59982,m,1989-05-07,2022-05-16T14:38:55,Jaboatão dos Guararapes,PE
79572,,2003-12-07,2022-12-16T10:48:52,São Paulo,SP
114863,m,1983-11-24,2023-04-17T17:13:08,São Paulo,SP
85495,m,2001-12-30,2023-02-20T13:25:41,São Paulo,SP
86032,m,2003-06-07,2023-02-22T20:51:01,São Paulo,SP
27984,m,1977-06-27,2019-12-11T17:32:47,São Paulo,SP
67116,m,1990-11-06,2022-10-13T16:12:35,São Paulo,SP
67381,,1995-07-28,2022-10-16T19:55:17,Campina Grande,PB
58539,m,1991-04-15,2022-04-16T14:24:48,São Paulo,SP
11666,m,1977-03-25,2018-12-22T02:57:35,São Paulo,SP
97997,m,1994-11-30,2023-03-22T23:31:16,São Paulo,SP
105017,m,1995-06-29,2023-04-03T11:01:55,São Paulo,SP
100457,m,1969-05-14,2023-03-26T22:06:29,São Paulo,SP
112705,m,2001-06-21,2023-04-15T20:35:48,São Paulo,SP
36481,m,1983-09-22,2020-05-05T21:45:38,Itatiba,SP
95152,m,1986-12-17,2023-03-18T02:02:05,São Paulo,SP
85346,m,1987-01-26,2023-02-18T22:20:37,São Paulo,SP
97313,m,1985-06-13,2023-03-21T19:47:21,São Paulo,SP
112484,m,1990-01-29,2023-04-15T16:57:55,São Paulo,SP
109754,m,2004-02-29,2023-04-11T16:50:16,São Paulo,SP
56064,f,1985-02-11,2022-02-23T16:43:40,São Paulo,SP
19671,m,1991-03-19,2019-07-26T16:11:18,Florianópolis,SC
52696,m,1997-09-14,2021-12-22T01:34:11,Piritiba,BA
61244,m,2004-06-15,2022-06-19T12:49:56,Diadema,SP
43472,m,1991-09-21,2020-12-21T04:51:23,São Paulo,SP
92927,m,2002-12-31,2023-03-14T10:28:08,São Paulo,SP
96315,m,1950-10-12,2023-03-20T10:54:54,São Paulo,SP
31856,m,1969-06-25,2020-02-07T16:24:45,Campo Limpo Paulista,SP
50425,m,1999-05-20,2021-11-17T23:03:05,São José dos Pinhais,PR
65190,,1989-07-26,2022-09-12T16:40:50,São Paulo,SP
88568,m,1996-08-05,2023-03-03T09:26:16,São Paulo,SP
51981,m,1989-10-02,2021-12-15T10:50:03,Apucarana,PR
107434,m,2002-09-30,2023-04-07T13:44:16,São Paulo,SP
6629,m,1990-03-20,2018-08-06T15:31:25,São Paulo,SP
114816,m,1999-02-15,2023-04-17T16:48:24,São Paulo,SP
14043,m,1972-08-04,2019-02-27T19:25:31,Curitiba,PR
85498,m,1989-09-02,2023-02-20T13:41:15,São Paulo,SP
116199,m,1996-12-16,2023-04-18T21:41:33,São Paulo,SP
59067,m,2002-09-02,2022-04-23T20:15:37,São Paulo,SP
61157,m,1982-12-16,2022-06-17T15:49:12,São Paulo,SP
105819,m,2003-04-08,2023-04-04T15:42:51,São Paulo,SP
90338,m,2002-07-29,2023-03-08T14:56:19,São Paulo,SP
89268,m,1982-05-27,2023-03-05T10:24:29,São Paulo,SP
101289,m,1980-05-20,2023-03-28T05:40:28,São Paulo,SP
71407,,1999-03-02,2022-11-16T23:48:06,São Paulo,SP
75104,,1993-11-04,2022-12-04T11:35:23,São Lourenço da Mata,PE
55723,f,1986-05-28,2022-02-16T18:06:33,Rio de Janeiro,RJ
16021,m,1999-12-02,2019-05-01T20:59:02,Curitiba,PR
51956,f,1962-10-13,2021-12-15T03:12:18,São Paulo,SP
1026,m,1978-09-17,2017-10-21T21:28:56,Cotia,SP
104675,m,1991-12-21,2023-04-02T20:20:35,São Paulo,SP
109926,m,1998-05-18,2023-04-11T21:21:28,São Paulo,SP
83469,m,1994-08-27,2023-02-07T20:19:12,São Paulo,SP
68726,,1990-03-21,2022-11-04T13:22:19,Osasco,SP
102449,m,2001-04-11,2023-03-29T20:23:36,São Paulo,SP
96177,m,1992-01-30,2023-03-20T00:39:36,São Paulo,SP
113609,m,2001-05-01,2023-04-16T15:30:52,São Paulo,SP
93437,m,2000-04-11,2023-03-15T02:01:37,São Paulo,SP
81188,,1994-09-14,2023-01-07T18:50:33,São José dos Pinhais,PR
111856,m,1994-03-06,2023-04-14T21:40:18,São Paulo,SP
96266,m,1973-04-15,2023-03-20T08:18:14,São Paulo,SP
73804,,1991-05-11,2022-11-29T20:20:00,João Pessoa,PB
114757,m,1998-07-14,2023-04-17T16:00:14,São Paulo,SP
110824,m,2002-07-27,2023-04-13T13:18:33,São Paulo,SP
42353,m,1992-09-01,2020-11-05T11:25:12,Vitória,ES
2056,m,1982-08-10,2017-11-27T01:50:23,São Paulo,SP
101472,m,1992-02-01,2023-03-28T13:46:00,São Paulo,SP
115112,m,1991-06-29,2023-04-17T19:38:23,São Paulo,SP
52815,m,2000-10-22,2021-12-22T23:55:12,Campinas,SP
74392,,1999-03-03,2022-12-02T01:33:09,Maceió,AL
51951,m,1993-01-28,2021-12-15T02:10:59,Sarutaiá,SP
95961,m,1999-02-25,2023-03-19T18:02:03,São Paulo,SP
113382,m,2000-10-16,2023-04-16T13:28:23,São Paulo,SP
90192,m,1999-11-15,2023-03-08T07:48:27,São Paulo,SP
102006,m,1997-11-29,2023-03-29T04:14:08,São Paulo,SP
98393,m,2000-03-16,2023-03-23T17:03:15,São Paulo,SP
87076,m,1987-10-24,2023-02-28T21:35:25,São Paulo,SP
45626,m,1993-11-28,2021-05-03T15:18:16,Goiânia,GO
9394,m,1984-07-11,2018-11-16T20:46:46,São Paulo,SP
105406,m,1997-12-22,2023-04-03T21:10:21,São Paulo,SP
88699,m,2003-05-04,2023-03-03T14:00:46,São Paulo,SP
90548,m,1971-07-12,2023-03-09T09:03:06,São Paulo,SP
107678,m,1985-07-11,2023-04-07T19:58:46,São Paulo,SP
108939,m,2000-05-06,2023-04-10T02:56:15,São Paulo,SP
91343,m,1994-09-29,2023-03-11T13:35:51,São Paulo,SP
99574,m,1989-01-08,2023-03-25T17:32:27,São Paulo,SP
90187,m,2003-03-23,2023-03-08T07:15:57,São Paulo,SP
52173,m,1997-07-01,2021-12-16T10:36:34,Muriaé,MG
79311,,1996-08-04,2022-12-15T14:52:16,Santos,SP
111981,m,1990-02-16,2023-04-15T07:28:49,São Paulo,SP
113090,m,1986-11-04,2023-04-16T10:09:47,São Paulo,SP
69197,,1988-02-18,2022-11-07T16:30:39,São Paulo,SP
107985,m,2001-12-31,2023-04-08T12:37:47,São Paulo,SP
56343,m,1986-12-30,2022-03-01T15:57:59,São Paulo,SP
81402,,1998-04-16,2023-01-12T14:58:41,Gaspar,SC
88853,m,2002-07-29,2023-03-04T15:02:50,São Paulo,SP
105192,m,2003-08-15,2023-04-03T16:58:29,São Paulo,SP
4531,m,1987-02-05,2018-05-14T23:13:06,Curitiba,PR
116068,m,1970-07-01,2023-04-18T19:54:14,São Paulo,SP
97099,m,2002-09-28,2023-03-21T13:46:45,São Paulo,SP
97998,m,1994-08-18,2023-03-22T23:31:22,São Paulo,SP
115365,m,1988-07-07,2023-04-17T21:36:36,São Paulo,SP
91222,m,2004-06-02,2023-03-11T07:25:40,São Paulo,SP
114606,m,1991-03-01,2023-04-17T14:03:53,São Paulo,SP
101179,m,1998-10-13,2023-03-27T23:04:59,São Paulo,SP
24988,m,1992-11-28,2019-10-25T15:00:28,São Paulo,SP
69033,,1984-10-06,2022-11-06T14:02:46,Aracruz,ES
109091,m,1998-08-26,2023-04-10T14:44:11,São Paulo,SP
93192,m,2002-01-02,2023-03-14T18:29:34,São Paulo,SP
77789,,2003-09-30,2022-12-11T04:34:52,São Paulo,SP
92795,m,2005-01-05,2023-03-14T00:34:05,São Paulo,SP
93415,m,2001-12-16,2023-03-15T01:11:36,São Paulo,SP
27945,m,1990-08-13,2019-12-10T21:25:55,Pontal do Paraná,PR
92811,m,2003-12-01,2023-03-14T01:01:39,São Paulo,SP
65744,,1963-07-04,2022-09-22T15:59:19,Caçapava,SP
113736,m,1983-04-21,2023-04-16T16:57:51,São Paulo,SP
61945,m,1980-12-10,2022-07-08T11:04:42,São Paulo,SP
55692,m,1992-06-24,2022-02-15T23:01:32,Jaguaruana,CE
105345,m,2002-04-21,2023-04-03T20:06:46,São Paulo,SP
69968,,1980-04-14,2022-11-11T10:20:31,Duque de Caxias,RJ
101527,m,2001-04-13,2023-03-28T15:26:18,São Paulo,SP
34491,m,1993-05-14,2020-03-28T12:57:34,Jaguariaíva,PR
112814,m,1996-07-01,2023-04-15T21:52:13,São Paulo,SP
112552,m,1998-06-13,2023-04-15T17:55:50,São Paulo,SP
97645,m,1970-06-18,2023-03-22T12:24:24,São Paulo,SP
36404,m,1983-09-20,2020-05-04T21:45:55,Santos,SP
102836,m,2002-03-23,2023-03-30T13:48:07,São Paulo,SP
105111,m,1980-09-21,2023-04-03T14:10:37,São Paulo,SP
98680,m,2000-01-20,2023-03-24T02:37:52,São Paulo,SP
108560,m,1998-09-14,2023-04-09T14:20:22,São Paulo,SP
70094,,1989-06-10,2022-11-11T19:45:49,Novo Gama,GO
72378,,1988-12-27,2022-11-21T22:46:25,Salvador,BA
62814,,1994-06-07,2022-07-29T05:45:55,São João de Meriti,RJ
68725,,1998-03-31,2022-11-04T13:16:27,São Paulo,SP
62782,m,1994-02-03,2022-07-28T23:42:54,Santa Rosa de Viterbo,SP
25686,m,1986-10-24,2019-11-07T06:23:51,São Paulo,SP
96410,m,1986-02-10,2023-03-20T13:21:38,São Paulo,SP
49586,m,1984-07-26,2021-10-27T21:44:37,Barra do Quaraí,RS
110354,m,2001-12-09,2023-04-12T21:11:00,São Paulo,SP
58976,m,1997-02-27,2022-04-22T15:28:58,São Paulo,SP
108281,m,1992-08-21,2023-04-08T21:02:16,São Paulo,SP
87694,m,1989-10-11,2023-03-02T01:38:18,São Paulo,SP
83818,m,1996-02-19,2023-02-09T21:23:17,São Paulo,SP
94052,m,1998-09-01,2023-03-16T05:27:47,São Paulo,SP
92015,m,1993-12-02,2023-03-12T18:36:32,São Paulo,SP
